ArMatrix B-Amplifier 55P (L);BLP Amp;55;0;0;0;0.787;1032;11.107;100;147.00%;4.952;85.0;Crafted
ArMatrix B-Amplifier 60P (L);BLP Amp;60;0;0;0;0.787;1032;11.107;100;155.00%;5.402;85.0;Crafted
ArMatrix B-Amplifier 65P (L);BLP Amp;65;0;0;0;0.787;1032;11.107;100;165.00%;5.852;85.0;Crafted
ArMatrix B-Amplifier 70P (L);BLP Amp;70;0;0;0;0.787;1032;11.107;100;170.00%;6.302;85.0;Crafted
ArMatrix B-Amplifier 75P (L);BLP Amp;75;0;0;0;0.787;1032;11.107;100;165.00%;6.752;85.0;Crafted
ArMatrix L-Amplifier 4B (L);Energy Amp;4;0;0;0;0.064;84;0.904;8;150.00%;4.425;85.0;Crafted
ArMatrix L-Amplifier 6B (L);Energy Amp;6;0;0;0;0.096;126;1.356;12;135.00%;4.425;85.0;Crafted
ArMatrix L-Amplifier 8B (L);Energy Amp;8;0;0;0;0.128;168;1.808;16;130.00%;4.425;85.0;Crafted
ArMatrix L-Amplifier 10B (L);Energy Amp;10;0;0;0;0.160;210;2.260;20;128.91%;4.425;85.0;Crafted
ArMatrix L-Amplifier 13B (L);Energy Amp;13;0;0;0;0.208;273;2.938;26;123.00%;4.425;85.0;Crafted
ArMatrix L-Amplifier 17B (L);Energy Amp;17;0;0;0;0.272;357;3.842;34;150.00%;4.425;85.0;Crafted
ArMatrix L-Amplifier 20B (L);Energy Amp;20;0;0;0;0.320;420;4.520;40;155.00%;4.425;85.0;Crafted
ArMatrix L-Amplifier 23B (L);Energy Amp;23;0;0;0;0.368;483;5.198;46;172.00%;4.425;85.0;Crafted
ArMatrix L-Amplifier 25B (L);Energy Amp;25;0;0;0;0.400;525;5.650;50;179.00%;4.425;85.0;Crafted
ArMatrix L-Amplifier 28B (L);Energy Amp;28;0;0;0;0.448;588;6.328;56;188.29%;4.425;85.0;Crafted
ArMatrix L-Amplifier 33B (L);Energy Amp;33;0;0;0;0.528;693;7.458;66;142.00%;4.425;85.0;Crafted
ArMatrix L-Amplifier 37B (L);Energy Amp;37;0;0;0;0.592;777;8.362;74;141.00%;4.425;85.0;Crafted
ArMatrix L-Amplifier 42B (L);Energy Amp;42;0;0;0;0.672;882;9.492;84;134.00%;4.425;85.0;Crafted
ArMatrix L-Amplifier 45B (L);Energy Amp;45;0;0;0;0.720;945;10.170;90;131.00%;4.425;85.0;Crafted
ArMatrix L-Amplifier 50B (L);Energy Amp;50;0;0;0;0.787;1032;11.107;100;160.01%;4.502;85.0;Crafted
ArMatrix L-Amplifier 55B (L);Energy Amp;55;0;0;0;0.787;1032;11.107;100;172.00%;4.952;85.0;Crafted
ArMatrix L-Amplifier 60B (L);Energy Amp;60;0;0;0;0.787;1032;11.107;100;170.00%;5.402;85.0;Crafted
ArMatrix L-Amplifier 65B (L);Energy Amp;65;0;0;0;0.787;1032;11.107;100;199.00%;5.852;85.0;Crafted
ArMatrix L-Amplifier 70B (L);Energy Amp;70;0;0;0;0.787;1032;11.107;100;200.00%;6.302;85.0;Crafted
ArMatrix L-Amplifier 75B (L);Energy Amp;75;0;0;0;0.787;1032;11.107;100;213.00%;6.752;85.0;Crafted
Block Rocker BLP Amp Mk I (L);BLP Amp;14;0;0;0;3.297;0;3.297;110;0;4.246;62.4;Looted
Block Rocker BLP Amp Mk II (L);BLP Amp;29;0;0;0;6.865;0;6.865;143;0;4.224;61.2;Looted
Boom AAC (L);Energy Amp;28;0;0;0;2.000;500;7.000;79;0;4.000;54.8;Looted
Boom ACC (L);Energy Amp;10;0;0;0;1.437;100;2.437;37;0;4.103;55.0;Looted
Boom BBC (L);Energy Amp;69;0;0;0;4.751;1200;16.751;135;0;4.119;55.8;Looted
Boom BCC (L);Energy Amp;20;0;0;0;1.850;300;4.850;51.5;10571.00%;4.124;56.1;Looted
Boom CCC (L);Energy Amp;4;0;0;0;0.969;0;0.969;20.5;0;4.128;56.2;Looted
Bull Tac10 (L);BLP Amp;2;0;0;0;0.477;0;0.477;8.5;117.65%;4.193;59.6;Crafted
Bull Tac20 (L);BLP Amp;5;0;0;0;1.195;0;1.195;19;112.01%;4.184;59.1;Crafted
Bull Tac25 (L);BLP Amp;8;0;0;0;0.930;100;1.930;24.2;112.83%;4.145;57.2;Crafted
Bull Tac30 (L);BLP Amp;13;0;0;0;1.139;200;3.139;41;114.63%;4.141;56.9;Crafted
Bull Tac40 (L);BLP Amp;17;0;0;0;1.095;300;4.095;44;111.71%;4.151;57.5;Crafted
Bull Tac50 (L);BLP Amp;22;0;0;0;1.311;400;5.311;57;124.56%;4.142;57.0;Crafted
Bull Tac60 (L);BLP Amp;24;0;0;0;1.779;400;5.779;61;132.08%;4.153;57.5;Crafted
Bull Tac70 (L);BLP Amp;33;0;0;0;2.000;600;8.000;106;124.62%;4.125;56.7;Crafted
Bull Tac80 (L);BLP Amp;39;0;0;0;2.500;700;9.500;149;132.10%;4.105;56.2;Crafted
Bull TacElite (L);BLP Amp;50;0;0;0;3.207;900;12.207;235;404.00%;4.096;54.6;Crafted
Bust-A-BLP Amp Mk I (L);BLP Amp;0;0;0;0;0;0;0;0;0;0;0;Crafted
Bust-A-BLP Amp Mk II (L);BLP Amp;19;0;0;0;0;0;0;123;0;0;68.2;Crafted
CDF BLP Power Amp 1 (L);BLP Amp;18;0;0;0;0.220;409;4.310;4.55;554.95%;4.176;58.7;Combat Token Trader
CDF BLP Power Amp 2 (L);BLP Amp;28;0;0;0;0;632;0;7.65;875.85%;0;59.2;Combat Token Trader
CDF BLP Power Amp 3 (L);BLP Amp;36;0;0;0;0.466;810;8.566;9.1;747.25%;4.203;60.8;Combat Token Trader
CDF BLP Power Amp 4 (L);BLP Amp;62;0;0;0;0.990;1400;14.990;15.3;1295.32%;4.136;60.3;Combat Token Trader
CDF Laser Power Amp 1 (L);Energy Amp;18;0;0;0;0.260;402;4.280;5.5;670.00%;4.206;60.3;Combat Token Trader
CDF Laser Power Amp 2 (L);Energy Amp;24;0;0;0;0;530;0;7.3;0;0;62.5;Combat Token Trader
CDF Laser Power Amp 3 (L);Energy Amp;40;0;0;0;0.540;880;9.340;11;0;4.283;64.9;Combat Token Trader
CDF Laser Power Amp 4 (L);Energy Amp;78;0;0;0;0.990;1722;18.210;20;0;4.283;64.8;Combat Token Trader
Chahen BLP AMP V1 (L);BLP Amp;4;0;0;0;0.660;0;0;5;0;0;0;Looted
Chahen BLP AMP V2 (L);BLP Amp;8;0;0;0;1.250;68;1.930;12;0;4.145;57.1;Looted
Chahen BLP AMP V3 (L);BLP Amp;12;0;0;0;0;110;0;18;0;0;56.7;Looted
DSEC BLP Amp v1 (L);BLP Amp;19;0;0;0;0;351;0;19;226.32%;0;52.4;Crafted
DSEC BLP Amp v2 (L);BLP Amp;34;0;0;0;3.380;524;8.620;40;170.00%;3.944;53.7;Crafted
DSEC Laser Amp v1 (L);Energy Amp;17;0;0;0;1.020;312;4.140;16;0;4.106;55.1;Crafted
DSEC Laser Amp v2 (L);Energy Amp;31;0;0;0;3.699;483;8.529;34;190.00%;3.635;55.7;Crafted
E-Amp 11;Energy Amp;7;0;0;0;0.711;100;1.711;29;0;4.091;54.4;Crafted
E-Amp 12;Energy Amp;10;0;0;0;1.556;100;2.556;39;0;3.912;45.9;Crafted
E-Amp 13;Energy Amp;15;0;0;0;2.930;100;3.930;61;0;3.817;41.0;Crafted
E-Amp 14;Energy Amp;20;0;0;0;4.311;100;5.311;85;0;3.766;39.3;Crafted
E-Amp 15;Energy Amp;23;0;0;0;5.633;100;6.633;129.95;0;3.468;27.6;Crafted
Enkidd Black Widow (L);BLP Amp;15;0;0;0;1.600;200;3.600;70;0;4.167;58.2;Looted
Enkidd Brown Recluse (L);BLP Amp;20;0;0;0;1.800;300;4.800;80;0;4.167;58.2;Looted
Enkidd Camel Spider (L);BLP Amp;10;0;0;0;1.400;100;2.400;60;108.87%;4.167;58.2;Looted
Enkidd Red-Back (L);BLP Amp;5;0;0;0;1.200;0;1.200;40;0;4.167;58.2;Crafted
Fi/Ra/Co Angst;BLP Amp;15;0;0;0;1.897;200;3.897;120;110.00 PED;3.849;42.9;Crafted
Fi/Ra/Co Beast;BLP Amp;19;0;0;0;2.366;200;4.366;123;145.00 PED;4.352;68.2;Crafted
Fi/Ra/Co Beast, SGA Edition;BLP Amp;21;0;0;0;2.826;200;4.826;123;1896.00 PED;4.351;68.2;Crafted
Fi/Ra/Co Cause;BLP Amp;26;0;0;0;4.522;200;6.522;170;357.00 PED;3.987;49.3;Crafted
Fi/Ra/Co Cause, Adjusted;BLP Amp;27;0;0;0;4.102;245;6.552;200;509.96 PED;4.121;55.9;Crafted
Fi/Ra/Co Cause, Improved;BLP Amp;28;0;0;0;3.880;276;6.640;250;892.35 PED;4.217;60.9;Crafted
Fi/Ra/Co Cause, Modified;BLP Amp;29;0;0;0;3.830;292;6.750;300;1150.11 PED;4.296;65.1;Crafted
Fi/Ra/Co Dante;BLP Amp;31;0;0;0;4.000;300;7.000;199;850.00 PED;4.429;72.6;Crafted
Fi/Ra/Co Evil;BLP Amp;36;0;0;0;5.950;300;8.950;211;942.88 PED;4.022;51.0;Crafted
Fi/Ra/Co Evil, Adjusted;BLP Amp;39;0;0;0;5.950;320;9.150;444;2829.50 PED;4.262;63.3;Crafted
Fi/Ra/Co Evil, Improved;BLP Amp;41;0;0;0;5.950;354;9.490;555;6479.78 PED;4.320;66.5;Crafted
Fi/Ra/Co Evil, Modified;BLP Amp;43;0;0;0;5.950;386;9.810;666;8100.44 PED;4.383;70.0;Crafted
Hotfoot 5 (L);Energy Amp;4;0;0;0;0.182;75;0.932;20;130.00%;4.292;64.9;Crafted
Hotfoot 10 (L);Energy Amp;10;0;0;0;0.465;190;2.365;40;0;4.228;61.5;Crafted
Hotfoot 15 (L);Energy Amp;17;0;0;0;0.790;325;4.040;70;0;4.208;60.4;Crafted
Hotfoot 20 (L);Energy Amp;24;0;0;0;1.066;465;5.716;100;129.00%;4.199;59.9;Crafted
Hotfoot 25 (L);Energy Amp;29;0;0;0;1.261;565;6.911;130;155.00%;4.196;59.8;Crafted
Hotfoot 30 (L);Energy Amp;36;0;0;0;1.589;700;8.589;160;123.75%;4.191;59.5;Crafted
Hotfoot 35 (L);Energy Amp;42;0;0;0;1.826;820;10.026;205;123.00%;4.189;59.4;Crafted
Hotfoot 40 (L);Energy Amp;47;0;0;0;2.077;915;11.227;260;122.70%;4.186;59.2;Crafted
Hotfoot 45 (L);Energy Amp;54;0;0;0;2.351;1055;12.901;325;0;4.186;59.2;Crafted
Hotfoot 50 (L);Energy Amp;58;0;0;0;2.509;1135;13.859;395;0;4.185;59.2;Crafted
Karona's Extender P20 (L);Absorber;0;0;0;0;0.000;0;0.000;1;0;0;60.0;Mission
Loughlin HyperEdge M-Amp 1 (L);Melee Amp;4;0;0;0;0.889;0;0.889;18;0;4.499;76.7;Combat Token Trader
Loughlin HyperEdge M-Amp 2 (L);Melee Amp;8;0;0;0;0;0;0;36;0;0;76.7;Combat Token Trader
Loughlin Master M-Amp 1 (L);Melee Amp;2;0;0;0;0;0;0;25;0;0;60.1;Combat Token Trader
Loughlin Master M-Amp 2 (L);Melee Amp;4;0;0;0;0;0;0;50;0;0;60.1;Combat Token Trader
Loughlin Master M-Amp 4 (L);Melee Amp;8;0;0;0;0;0;0;100;0;0;60.1;Token Trader
Loughlin NanoRep M-Amp 1 (L);Melee Amp;1;0;0;0;0;0;0;50;0;0;50.0;Combat Token Trader
Loughlin NanoRep M-Amp 2 (L);Melee Amp;1;0;0;0;0;0;0;100;0;0;50.0;Combat Token Trader
Low Rider BLP Amp Mk I (L);BLP Amp;20;0;0;0;4.640;0;4.640;46.8;126.00%;4.310;0;Crafted
Low Rider BLP Amp Mk II (L);BLP Amp;44;0;0;0;10.100;0;10.100;176;127.27%;4.356;68.5;Crafted
Marshall Laser Amp Mk I (L);Energy Amp;10;0;0;0;2.331;0;2.331;26.5;0;4.290;64.8;Looted
Marshall Laser Amp Mk II (L);Energy Amp;17;0;0;0;0;0;0;44;0;0;0;Looted
Mayhem B-Amplifier Alpha (L);BLP Amp;45;0;0;0;0.019;998;9.999;10;480.00%;4.500;75.0;Event Strongbox, Mayhem Token Trader
Mayhem B-Amplifier Beta (L);BLP Amp;50;0;0;0;0.019;998;9.999;10;500.00%;5.001;75.0;Event Strongbox, Mayhem Token Trader
Mayhem B-Amplifier Delta (L);BLP Amp;60;0;0;0;0.019;998;9.999;10;560.00%;6.001;75.0;Event Strongbox, Mayhem Token Trader
Mayhem B-Amplifier Gamma (L);BLP Amp;55;0;0;0;0.019;998;9.999;10;525.00%;5.501;75.0;Event Strongbox, Mayhem Token Trader
Mayhem Extender P20;Absorber;0;0;0;0;0.001;0;0.001;40;0;0;70.0;Mayhem Token Trader
Mayhem Extender P25;Absorber;0;0;0;0;0.001;0;0.001;60;0;0;70.0;Mayhem Token Trader
Mayhem Extender P30 (L);Absorber;0;0;0;0;0;0;0;100;0;0;70.0;Mayhem Token Trader
Mayhem Kinetic Amplifier 1;MF Amp;55;0;0;0;1.200;1080;12.000;60;0;4.583;77.0;Mayhem Token Trader
Mayhem Kinetic Amplifier 2;MF Amp;65;0;0;0;1.400;1260;14.000;70;0;4.643;77.5;Mayhem Token Trader
Mayhem Kinetic Amplifier 3;MF Amp;75;0;0;0;1.600;1440;16.000;80;0;4.687;78.0;Mayhem Token Trader
Mayhem Kinetic Amplifier 4;MF Amp;85;0;0;0;1.800;1620;18.000;90;0;4.722;78.5;Mayhem Token Trader
Mayhem Kinetic Amplifier 5;MF Amp;95;0;0;0;2.000;1800;20.000;100;0;4.750;79.0;Mayhem Token Trader
Mayhem L-Amplifier Alpha (L);Energy Amp;39;0;0;0;0.018;898;8.998;10;1100.00%;4.334;75.0;Event Strongbox, Mayhem Token Trader
Mayhem L-Amplifier Beta (L);Energy Amp;49;0;0;0;0.019;998;9.999;10;1500.00%;4.900;75.0;Event Strongbox, Mayhem Token Trader
Mayhem L-Amplifier Delta (L);Energy Amp;69;0;0;0;0.019;998;9.999;10;2900.00%;6.901;75.0;Event Strongbox, Mayhem Token Trader
Mayhem L-Amplifier Gamma (L);Energy Amp;59;0;0;0;0.019;998;9.999;10;1100.00%;5.901;75.0;Event Strongbox, Mayhem Token Trader
Mayhem MF-Amplfier Alpha (L);MF Amp;42;0;0;0;0.019;898;8.999;10;600.00%;4.667;75.0;Event Strongbox, Mayhem Token Trader
Mayhem MF-Amplifier Gamma (L);MF Amp;52;0;0;0;0.019;898;8.999;10;700.00%;5.778;75.0;Strongbox
Mayhem M-Matrix Alpha (L);Melee Amp;0;0;0;0;0.019;0;0.019;10;0;0.000;85.0;Event Strongbox, Mayhem Token Trader
Mayhem M-Matrix Beta (L);Melee Amp;0;0;0;0;0;0;0;10;0.00%;0;85.0;Event Strongbox, Mayhem Token Trader
Mayhem M-Matrix Delta (L);Melee Amp;0;0;0;0;0;0;0;10;0.00%;0;85.0;Event Strongbox, Mayhem Token Trader
Mayhem M-Matrix Gamma (L);Melee Amp;0;0;0;0;0;0;0;10;0.00%;0;85.0;Event Strongbox, Mayhem Token Trader
Mayhem Trauma Amplifier 1;Melee Amp;55;0;0;0;12.000;0;12.000;600;0;4.583;77.0;Mayhem Tokens
Mayhem Trauma Amplifier 2;Melee Amp;65;0;0;0;14.000;0;14.000;700;0;4.643;77.5;Mayhem Tokens
Mayhem Trauma Amplifier 3;Melee Amp;75;0;0;0;16.000;0;16.000;800;0;4.688;78.0;Mayhem Tokens
Mayhem Trauma Amplifier 4;Melee Amp;85;0;0;0;18.000;0;18.000;900;0;4.722;78.5;Mayhem Tokens
Mayhem Trauma Amplifier 5;Melee Amp;95;0;0;0;20.000;0;20.000;1000;0;4.750;79.0;Mayhem Tokens
Melee Bimodal Amplifier 1 (L);Melee Amp;2;0;0;0;0;0;0;0;0;0;0;Looted
Melee Bimodal Amplifier 2 (L);Melee Amp;4;0;0;0;0;0;0;50;0;0;0;Looted
Melee Bimodal Amplifier 3 (L);Melee Amp;6;0;0;0;0;0;0;75;0;0;0;Looted
Melee Durability Amplifier 1 (L);Melee Amp;0;0;0;0;0;0;0;0;0;0;0;Looted
Melee Durability Amplifier 2 (L);Melee Amp;1;0;0;0;0;0;0;100;0;0;0;Looted
Melee Durability Amplifier 3 (L);Melee Amp;1;0;0;0;0;0;0;150;0;0;0;Looted
Melee Durability Amplifier 92 (L);Melee Amp;4;0;0;0;1.000;0;1.000;500;0;4.000;51.9;Crafted
Melee Trauma Amplifier 1;Melee Amp;4;0;0;0;0.889;0;0.889;36;20.00 PED;4.499;76.7;Event
Melee Trauma Amplifier 1 (L);Melee Amp;4;0;0;0;0.889;0;0.889;18;0;4.499;76.7;Looted
Melee Trauma Amplifier 2;Melee Amp;8;0;0;0;1.778;0;1.778;72;0;4.499;76.7;Event
Melee Trauma Amplifier 2 (L);Melee Amp;8;0;0;0;1.778;0;1.778;36;0;4.499;76.7;Looted
Melee Trauma Amplifier 2, Adjusted;Melee Amp;8;0;0;0;1.768;0;1.768;0;0;4.525;0;Event
Melee Trauma Amplifier 2, FEN Edition;Melee Amp;12;0;0;0;2.667;0;2.667;108;0;4.499;85.0;FEN Token Trader
Melee Trauma Amplifier 3;Melee Amp;16;0;0;0;3.556;0;3.556;144;0;4.499;76.7;Event
Melee Trauma Amplifier 3 (L);Melee Amp;16;0;0;0;3.556;0;3.556;72;0;4.499;76.7;Looted
Melee Trauma Amplifier 4;Melee Amp;20;0;0;0;4.444;0;4.444;180;90.00 PED;4.500;76.7;Event
Melee Trauma Amplifier 5;Melee Amp;24;0;0;0;5.334;0;5.334;216;10000.00 PED;4.499;76.7;Event
Melee Trauma Amplifier 6;Melee Amp;28;0;0;0;6.223;0;6.223;252;0;4.499;76.7;Event
Melee Trauma Amplifier 6, Improved;Melee Amp;28;0;0;0;6.108;0;6.108;333;0;4.584;81.9;Event, Looted
Melee Trauma Amplifier 7;Melee Amp;32;0;0;0;7.112;0;7.112;288;0;4.499;76.7;Event
Melee Trauma Amplifier 8;Melee Amp;36;0;0;0;8.001;0;8.001;324;0;4.499;76.7;Event
Melee Trauma Amplifier 8, Modified;Melee Amp;36;0;0;0;7.766;0;7.766;444;0;4.636;85.0;Event
Melee Trauma Amplifier 9;Melee Amp;40;0;0;0;8.890;0;8.890;0;0;4.499;76.7;Event
Melee Trauma Amplifier 10;Melee Amp;44;0;0;0;9.779;0;9.779;396;0;4.499;76.7;Event
Melee Trauma Amplifier 10, FEN Edition;Melee Amp;48;0;0;0;10.668;0;10.668;432;0;4.499;85.0;FEN Token Trader
Mestawy Melee AMP V1 (L);Melee Amp;2;0;0;0;0;0;0;25;0;0;58.2;Looted
Muzwed Energy AMP V1 (L);Energy Amp;5;0;0;0;0.800;40;1.200;8;0;4.167;58.2;Looted
Muzwed Energy AMP V2 (L);Energy Amp;12;0;0;0;0;110;0;15;0;0;56.7;Looted
Muzwed Energy AMP V3 (L);Energy Amp;16;0;0;0;0;166;0;21;0;0;57.1;Looted
NeoPsion Kinetic Amplifier 1;MF Amp;2;0;0;0;0.042;42;0.462;5;0;4.329;66.9;Looted
NeoPsion Kinetic Amplifier 1 (L);MF Amp;2;0;0;0;0.045;39;0.435;5;120.00%;4.598;82.7;Crafted
NeoPsion Kinetic Amplifier 2;MF Amp;4;0;0;0;0.083;84;0.923;10;1290.00 PED;4.334;67.2;Looted
NeoPsion Kinetic Amplifier 2 (L);MF Amp;4;0;0;0;0.088;78;0.868;10;148.00%;4.608;83.3;Crafted
NeoPsion Kinetic Amplifier 3;MF Amp;8;0;0;0;0.160;169;1.850;20;330.00 PED;4.324;67.7;Looted
NeoPsion Kinetic Amplifier 3 (L);MF Amp;8;0;0;0;0.164;157;1.734;20;140.00%;4.614;83.7;Crafted
NeoPsion Kinetic Amplifier 4;MF Amp;12;0;0;0;0.230;253;2.760;30;1021.00 PED;4.348;68.0;Looted
NeoPsion Kinetic Amplifier 4 (L);MF Amp;12;0;0;0;0.245;235;2.595;30;140.00%;4.624;84.3;Crafted
NeoPsion Kinetic Amplifier 5;MF Amp;18;0;0;0;0.333;380;4.133;45;0;4.355;68.4;Looted
NeoPsion Kinetic Amplifier 5 (L);MF Amp;18;0;0;0;0.359;353;3.889;45;140.00%;4.628;84.5;Crafted
NeoPsion Kinetic Amplifier 6;MF Amp;27;0;0;0;0;570;0;65;0;0;68.4;Looted
NeoPsion Kinetic Amplifier 6 (L);MF Amp;27;0;0;0;0.567;530;5.867;65;139.00%;4.602;84.6;Crafted
NeoPsion Kinetic Amplifier 7;MF Amp;36;0;0;0;0.670;758;8.250;85;6199.17 PED;4.364;68.9;Looted
NeoPsion Kinetic Amplifier 7 (L);MF Amp;36;0;0;0;0.710;706;7.770;85;140.00%;4.633;84.9;Crafted
NeoPsion Kinetic Amplifier 7, FEN Edition;MF Amp;40;0;0;0;0.744;842;9.164;94;0;4.365;85.0;FEN Token Trader
Omegaton A101;Energy Amp;3;0;0;0;0.652;0;0.652;18;278.00 PED;4.601;82.9;Looted
Omegaton A102;Energy Amp;7;0;0;0;0.521;100;1.521;25;156.94 PED;4.602;83.0;Looted
Omegaton A103;Energy Amp;12;0;0;0;1.606;100;2.606;30;125.00 PED;4.605;83.1;Looted
Omegaton A104;Energy Amp;14;0;0;0;2.039;100;3.039;40;220.00 PED;4.607;83.3;Looted
Omegaton A104, Ancient;Energy Amp;14;0;0;0;3.012;0;3.012;40;6000.00 PED;4.648;85.8;Pregold
Omegaton A104, SGA Edition;Energy Amp;15;0;0;0;2.267;100;3.267;40;0;4.591;82.3;Looted
Omegaton A105;Energy Amp;16;0;0;0;2.470;100;3.470;45;820.00 PED;4.611;83.5;Looted
Omegaton A105, Adjusted;Energy Amp;17;0;0;0;2.476;121;3.686;92;990.85 PED;4.612;83.6;Mission
Omegaton A105, Improved;Energy Amp;18;0;0;0;2.473;143;3.903;184;1499.03 PED;4.612;83.6;Mission
Omegaton A105 Hypercharged;Energy Amp;21;0;0;0;2.470;228;4.750;184;2400.00 PED;4.421;72.1;Mission
Omegaton A105 Overcharged;Energy Amp;19;0;0;0;2.470;175;4.220;92;0;4.502;76.9;Mission
Omegaton A106;Energy Amp;18;0;0;0;2.902;100;3.902;60;2666.00 PED;4.613;83.6;Looted
Omegaton A201;Energy Amp;7;0;0;0;0.521;100;1.521;25;225.00 PED;4.602;83.0;Looted
Omegaton A202;Energy Amp;10;0;0;0;1.164;100;2.164;29;18500.00 PED;4.621;84.1;Looted
Omegaton A203;Energy Amp;15;0;0;0;2.243;100;3.243;49;1000.00 PED;4.625;84.4;Old time/Looted
Omegaton A204;Energy Amp;20;0;0;0;3.310;100;4.310;70;8500.00 PED;4.640;85.3;Old Time, Looted
Omegaton A204, Adjusted;Energy Amp;21;0;0;0;3.316;121;4.526;141;0;4.640;85.3;Mission
Omegaton A204, Improved;Energy Amp;22;0;0;0;3.311;143;4.741;242;0;4.640;85.3;Mission
Omegaton A204, SGA Edition;Energy Amp;22;0;0;0;3.793;100;4.793;70;5266.00 PED;4.590;82.2;Looted
Omegaton A204 Hypercharged;Energy Amp;32;0;0;0;3.315;374;7.055;343;18000.00 PED;4.536;78.9;Mission
Omegaton A204 Overcharged;Energy Amp;26;0;0;0;3.310;242;5.730;171;0;4.538;79.0;Mission
Omegaton Amplifier, Modified;Energy Amp;55;0;0;0;0;400;0;10000;0;0;89.7;MA Only
Omegaton B101 (L);Energy Amp;1;0;0;0;0.002;23;0.232;0.08;0;4.310;65.9;Looted
Rage 5 (L);BLP Amp;4;0;0;0;0.226;70;0.926;17;133.50%;4.320;66.4;Crafted
Rage 10 (L);BLP Amp;9;0;0;0;0.467;165;2.117;37;124.32%;4.251;62.7;Crafted
Rage 15 (L);BLP Amp;16;0;0;0;0.781;300;3.781;65;0;4.232;61.6;Crafted
Rage 20;BLP Amp;22;0;0;0;1.063;415;5.213;0;0;4.220;0;Event Prize
Rage 20 (L);BLP Amp;22;0;0;0;1.063;415;5.213;94;114.36%;4.220;61.0;Crafted
Rage 25;BLP Amp;27;0;0;0;1.255;515;6.405;0;0;4.215;60.8;Event Prize
Rage 25 (L);BLP Amp;27;0;0;0;1.255;515;6.405;117;135.00%;4.215;60.8;Crafted
Rage 30 (L);BLP Amp;31;0;0;0;1.459;590;7.359;143;143.00%;4.213;60.6;Crafted
Rage 35;BLP Amp;34;0;0;0;1.574;650;8.074;0;0;4.211;60.5;Event Prize
Rage 35 (L);BLP Amp;34;0;0;0;1.574;650;8.074;170;122.05%;4.211;60.5;Crafted
Rage 40 (L);BLP Amp;38;0;0;0;1.778;725;9.028;210;127.14%;4.209;60.4;Crafted
Rage 45 (L);BLP Amp;45;0;0;0;2.098;860;10.698;290;121.94%;4.206;60.3;Crafted
Rage 50 (L);BLP Amp;49;0;0;0;2.302;935;11.652;360;121.25%;4.205;60.2;Crafted
RapMan (L);BLP Amp;28;0;0;0;1.820;500;6.820;81;124.31%;4.106;54.8;Looted
Rapper (L);BLP Amp;10;0;0;0;1.437;100;2.437;38;112.00%;4.103;55.0;Looted
Rapper Snapper (L);BLP Amp;20;0;0;0;1.843;300;4.843;46.8;107.00%;4.130;56.3;Looted
RapSTAR (L);BLP Amp;44;0;0;0;2.757;800;10.757;176;308.00%;4.090;54.3;Looted
RDI Binary Amplifier (L);BLP Amp;34;0;0;0;0.020;700;7.020;2;12224.30%;4.843;98.5;Mission
RDI Energy Amplifier Alpha (L);Energy Amp;17;0;0;0;0.010;350;3.510;1;44000.00%;4.843;98.5;Event,Looted
RDI Energy Amplifier Beta (L);Energy Amp;34;0;0;0;0.020;700;7.020;2;7000.00%;4.843;98.5;Event
Roadie BLP Amp Mk I (L);BLP Amp;2;0;0;0;0.477;0;0.477;8.5;127.73%;4.193;59.6;Crafted
